transaction_id,merchant_id,timestamp,amount,merchant_category,merchant_size,payment_method,status,failure_reason
T00000914,M00031,2025-09-28 14:18:15,1776.25,Media,Small,Net Banking,Success,
T00000915,M00075,2025-01-27 02:06:36,488.03,E-commerce,Small,Wallet,Success,
T00000916,M00026,2025-11-26 18:55:52,2664.54,Retail,Medium,Credit Card,Success,
T00000917,M00011,2025-02-12 11:20:02,6804.62,Education,Small,UPI,Failed,Bank Decline
T00000918,M00089,2025-07-20 09:24:42,6479.67,Education,Small,UPI,Success,
T00000919,M00001,2025-03-04 04:34:22,322.63,Food Delivery,Small,UPI,Success,
T00000920,M00009,2025-11-06 19:37:22,1033.67,Gaming,Small,Credit Card,Success,
T00000921,M00040,2025-03-13 15:12:54,14718.63,Professional Services,Small,Net Banking,Success,
T00000922,M00029,2025-10-14 08:57:27,5761.98,Retail,Small,Debit Card,Success,
T00000923,M00081,2025-03-18 15:11:49,299.66,Media,Small,UPI,Success,
T00000924,M00085,2025-03-25 10:02:41,454.44,Gaming,Medium,Wallet,Success,
T00000925,M00072,2025-10-20 04:10:54,736.59,Media,Small,Credit Card,Success,
T00000926,M00036,2025-11-07 11:54:07,419.33,Food Delivery,Medium,UPI,Success,
T00000927,M00008,2025-03-14 14:35:31,12046.75,Travel,Small,Credit Card,Success,
T00000928,M00068,2025-09-18 11:23:25,1705.19,Retail,Medium,Debit Card,Success,
T00000929,M00069,2025-07-24 22:39:37,8290.26,Education,Small,Credit Card,Success,
T00000930,M00072,2025-06-02 10:46:31,821.79,Media,Small,Credit Card,Success,
T00000931,M00029,2025-05-16 02:53:33,3288.46,Retail,Small,Debit Card,Success,
T00000932,M00039,2025-09-19 14:18:11,2496.71,Gaming,Small,UPI,Success,
T00000933,M00056,2025-04-26 12:23:12,6647.74,E-commerce,Large,Credit Card,Success,
T00000934,M00082,2025-05-02 15:06:09,5201.17,Education,Large,Debit Card,Success,
T00000935,M00059,2025-04-29 14:20:52,990.23,Retail,Medium,UPI,Success,
T00000936,M00051,2025-05-31 20:44:24,4556.26,Retail,Medium,UPI,Success,
T00000937,M00051,2025-02-23 13:00:58,2744.49,Retail,Medium,UPI,Success,
T00000938,M00026,2025-07-28 16:44:16,1503.33,Retail,Medium,Credit Card,Success,
T00000939,M00039,2025-09-08 14:15:35,2302.8,Gaming,Small,UPI,Success,
T00000940,M00039,2025-04-23 04:08:06,1818.03,Gaming,Small,UPI,Success,
T00000941,M00012,2025-05-03 04:05:53,13155.05,SaaS,Medium,Net Banking,Success,
T00000942,M00042,2025-01-04 17:19:26,6432.56,Healthcare,Small,Debit Card,Success,
T00000943,M00069,2025-03-17 18:43:45,8645.46,Education,Small,Credit Card,Success,
T00000944,M00016,2025-07-12 05:27:12,295.51,Retail,Medium,Debit Card,Success,
T00000945,M00095,2025-07-10 23:13:02,291.44,E-commerce,Small,Credit Card,Success,
T00000946,M00038,2025-02-02 02:32:45,4147.94,Education,Small,Debit Card,Success,
T00000947,M00067,2025-11-06 02:08:51,526.13,Food Delivery,Medium,Credit Card,Success,
T00000948,M00056,2025-07-28 18:52:31,3700.62,E-commerce,Large,Credit Card,Success,
T00000949,M00052,2025-10-31 05:01:33,12921.54,Travel,Medium,Credit Card,Success,
T00000950,M00042,2025-08-02 11:49:09,11179.44,Healthcare,Small,Debit Card,Success,
T00000951,M00033,2025-08-11 10:04:54,5601.19,E-commerce,Small,UPI,Success,
T00000952,M00024,2025-05-23 11:23:58,1098.01,Gaming,Small,Credit Card,Success,
T00000953,M00026,2025-10-21 21:45:32,2562.67,Retail,Medium,Credit Card,Success,
T00000954,M00075,2025-06-15 02:43:44,660.52,E-commerce,Small,Wallet,Success,
T00000955,M00007,2025-11-19 08:49:11,2576.46,Gaming,Small,Net Banking,Success,
T00000956,M00096,2025-01-13 12:24:32,1387.82,Gaming,Small,UPI,Success,
T00000957,M00021,2025-05-16 08:58:22,2909.81,E-commerce,Small,UPI,Success,
T00000958,M00047,2025-02-15 14:07:01,1513.7,Healthcare,Medium,UPI,Success,
T00000959,M00082,2025-04-03 00:29:50,7260.43,Education,Large,Debit Card,Success,
T00000960,M00065,2025-12-01 09:33:19,2228.9,E-commerce,Large,Debit Card,Success,
T00000961,M00022,2025-09-03 17:50:59,259.76,Food Delivery,Small,Wallet,Success,
T00000962,M00051,2025-11-12 22:38:52,4505.27,Retail,Medium,UPI,Success,
T00000963,M00089,2025-01-24 01:15:18,5140.82,Education,Small,UPI,Success,
T00000964,M00002,2025-03-07 09:23:26,776.36,Retail,Small,UPI,Success,
T00000965,M00025,2025-10-01 10:15:24,1004.19,Food Delivery,Small,UPI,Success,
T00000966,M00071,2025-07-19 18:41:42,3630.55,Retail,Small,Debit Card,Failed,Technical Error
T00000967,M00098,2025-11-13 14:02:12,19407.47,SaaS,Medium,Credit Card,Success,
T00000968,M00051,2025-12-23 19:32:42,5468.12,Retail,Medium,UPI,Success,
T00000969,M00079,2025-04-18 16:50:33,259.89,Food Delivery,Large,Credit Card,Success,
T00000970,M00036,2025-04-07 23:09:38,760.49,Food Delivery,Medium,UPI,Success,
T00000971,M00074,2025-05-06 02:09:32,1314.32,Gaming,Medium,Credit Card,Success,
T00000972,M00030,2025-07-10 02:05:09,1426.68,E-commerce,Small,UPI,Success,
T00000973,M00023,2025-09-03 14:24:49,6946.38,Healthcare,Small,Net Banking,Success,
T00000974,M00063,2025-09-04 01:50:19,6513.74,Healthcare,Small,Credit Card,Success,
T00000975,M00047,2025-10-26 14:31:13,2182.3,Healthcare,Medium,UPI,Success,
T00000976,M00036,2025-12-30 15:17:06,1031.74,Food Delivery,Medium,UPI,Success,
T00000977,M00070,2025-06-26 14:04:14,1423.58,Food Delivery,Large,Debit Card,Success,
T00000978,M00033,2025-10-28 15:27:49,3697.42,E-commerce,Small,UPI,Success,
T00000979,M00098,2025-02-06 04:08:35,11392.14,SaaS,Medium,Credit Card,Success,
T00000980,M00035,2025-05-20 02:52:40,1280.75,Retail,Small,UPI,Success,
T00000981,M00068,2025-11-06 00:15:20,1179.83,Retail,Medium,Debit Card,Success,
T00000982,M00063,2025-03-24 06:35:55,4754.71,Healthcare,Small,Credit Card,Success,
T00000983,M00061,2025-05-06 09:19:16,9080.97,SaaS,Medium,UPI,Success,
T00000984,M00065,2025-08-08 20:49:36,1148.23,E-commerce,Large,Debit Card,Success,
T00000985,M00090,2025-11-03 03:31:21,6934.57,Healthcare,Medium,Debit Card,Success,
T00000986,M00082,2025-02-08 16:06:13,8913.07,Education,Large,Debit Card,Success,
T00000987,M00054,2025-11-21 22:37:46,833.5,Media,Small,Credit Card,Success,
T00000988,M00058,2025-06-21 09:04:59,1457.73,Food Delivery,Small,UPI,Success,
T00000989,M00004,2025-06-16 03:22:42,2370.8,Education,Medium,UPI,Success,
T00000990,M00095,2025-09-10 10:24:46,830.48,E-commerce,Small,Credit Card,Success,
T00000991,M00010,2025-12-06 14:12:59,2388.26,Retail,Medium,UPI,Success,
T00000992,M00033,2025-04-08 05:47:50,3631.57,E-commerce,Small,UPI,Success,
T00000993,M00055,2025-09-16 01:40:15,15072.82,SaaS,Medium,Net Banking,Success,
T00000994,M00020,2025-04-29 15:33:09,7614.73,Healthcare,Small,Net Banking,Success,
T00000995,M00077,2025-10-21 07:16:26,7972.7,Professional Services,Medium,Credit Card,Success,
T00000996,M00020,2025-01-01 10:07:30,12182.67,Healthcare,Small,Net Banking,Success,
T00000997,M00025,2025-01-31 06:26:29,1281.94,Food Delivery,Small,UPI,Success,
T00000998,M00060,2025-01-04 14:33:38,684.35,Food Delivery,Medium,Debit Card,Success,
T00000999,M00015,2025-05-14 10:20:35,3028.18,E-commerce,Medium,UPI,Success,
T00001000,M00078,2025-02-21 07:57:42,2417.06,SaaS,Medium,Net Banking,Success,
T00001001,M00057,2025-03-30 21:56:22,6303.04,Healthcare,Medium,Credit Card,Success,
T00001002,M00065,2025-05-02 16:38:50,2003.11,E-commerce,Large,Debit Card,Success,
T00001003,M00047,2025-04-27 05:15:42,2241.85,Healthcare,Medium,UPI,Success,
T00001004,M00034,2025-02-21 17:00:46,2104.3,Gaming,Medium,Debit Card,Success,
T00001005,M00014,2025-09-20 23:22:30,4798.34,E-commerce,Large,Credit Card,Success,
T00001006,M00044,2025-09-10 10:37:39,19583.29,Professional Services,Small,Net Banking,Success,
T00001007,M00044,2025-05-17 09:18:24,14094.09,Professional Services,Small,Net Banking,Success,
T00001008,M00035,2025-06-09 21:24:51,1116.87,Retail,Small,UPI,Success,
T00001009,M00099,2025-06-21 19:18:59,4592.58,Retail,Small,Wallet,Success,
T00001010,M00081,2025-10-20 05:18:06,387.07,Media,Small,UPI,Success,
T00001011,M00058,2025-10-11 12:10:42,595.93,Food Delivery,Small,UPI,Success,
T00001012,M00004,2025-02-24 07:18:42,3160.67,Education,Medium,UPI,Success,
T00001013,M00091,2025-09-08 08:17:57,22751.94,Professional Services,Small,Net Banking,Success,
T00001014,M00006,2025-08-24 23:10:41,3969.19,Retail,Small,UPI,Success,
T00001015,M00076,2025-09-26 03:42:12,12072.29,Education,Small,Net Banking,Success,
T00001016,M00072,2025-03-21 18:53:34,954.72,Media,Small,Credit Card,Success,
T00001017,M00027,2025-07-17 21:05:40,1772.74,E-commerce,Large,Credit Card,Success,
T00001018,M00012,2025-11-01 09:33:37,13684.16,SaaS,Medium,Net Banking,Success,
T00001019,M00042,2025-04-03 22:49:13,8435.34,Healthcare,Small,Debit Card,Success,
T00001020,M00037,2025-08-19 15:49:36,7266.09,Education,Medium,UPI,Success,
T00001021,M00042,2025-12-12 03:30:46,18530.28,Healthcare,Small,Debit Card,Failed,Bank Decline
T00001022,M00034,2025-05-31 05:35:37,1324.9,Gaming,Medium,Debit Card,Success,
T00001023,M00058,2025-08-09 17:41:21,938.04,Food Delivery,Small,UPI,Success,
T00001024,M00086,2025-07-02 22:10:28,1332.74,Food Delivery,Large,UPI,Success,
T00001025,M00021,2025-10-27 04:20:28,3648.67,E-commerce,Small,UPI,Success,
T00001026,M00079,2025-03-25 18:52:11,276.8,Food Delivery,Large,Credit Card,Success,
T00001027,M00088,2025-01-24 11:36:38,877.16,Food Delivery,Small,UPI,Success,
T00001028,M00037,2025-10-04 18:11:03,6539.37,Education,Medium,UPI,Success,
T00001029,M00061,2025-06-11 08:06:24,5873.63,SaaS,Medium,UPI,Success,
T00001030,M00054,2025-07-28 19:18:40,1117.89,Media,Small,Credit Card,Success,
T00001031,M00067,2025-04-18 18:11:12,571.65,Food Delivery,Medium,Credit Card,Success,
T00001032,M00044,2025-11-10 19:39:57,16127.15,Professional Services,Small,Net Banking,Success,
T00001033,M00020,2025-05-07 21:32:00,5692.48,Healthcare,Small,Net Banking,Success,
T00001034,M00029,2025-09-22 11:53:56,5209.27,Retail,Small,Debit Card,Success,
T00001035,M00054,2025-05-01 10:59:21,829.31,Media,Small,Credit Card,Success,
T00001036,M00033,2025-01-23 11:43:21,2173.61,E-commerce,Small,UPI,Success,
T00001037,M00081,2025-12-26 02:09:19,299.6,Media,Small,UPI,Success,
T00001038,M00014,2025-05-01 02:47:32,4415.68,E-commerce,Large,Credit Card,Success,
T00001039,M00097,2025-09-13 13:29:33,7209.29,Professional Services,Small,Credit Card,Success,
T00001040,M00075,2025-09-30 10:27:01,499.09,E-commerce,Small,Wallet,Success,
T00001041,M00087,2025-07-12 18:54:13,2538.12,Media,Small,Wallet,Success,
T00001042,M00047,2025-10-07 22:01:17,1499.07,Healthcare,Medium,UPI,Success,
T00001043,M00070,2025-05-25 10:04:27,1549.65,Food Delivery,Large,Debit Card,Success,
T00001044,M00022,2025-12-11 05:59:03,569.85,Food Delivery,Small,Wallet,Success,
T00001045,M00071,2025-12-16 11:39:07,4046.36,Retail,Small,Debit Card,Success,
T00001046,M00080,2025-01-25 19:19:48,871.77,Media,Small,Credit Card,Success,
T00001047,M00074,2025-08-12 22:46:59,800.61,Gaming,Medium,Credit Card,Success,
T00001048,M00048,2025-01-22 12:43:47,567.29,Food Delivery,Medium,Credit Card,Success,
T00001049,M00022,2025-08-09 03:45:42,450.98,Food Delivery,Small,Wallet,Success,
T00001050,M00017,2025-12-14 07:11:08,12343.06,Professional Services,Small,Credit Card,Success,
T00001051,M00035,2025-10-08 16:46:57,2616.64,Retail,Small,UPI,Success,
T00001052,M00016,2025-11-30 11:33:41,1347.32,Retail,Medium,Debit Card,Success,
T00001053,M00097,2025-04-05 23:23:05,9263.79,Professional Services,Small,Credit Card,Success,
T00001054,M00089,2025-03-11 12:02:12,8353.69,Education,Small,UPI,Success,
T00001055,M00089,2025-11-30 00:20:28,11801.17,Education,Small,UPI,Success,
T00001056,M00072,2025-09-12 15:35:51,973.57,Media,Small,Credit Card,Success,
T00001057,M00053,2025-05-05 23:24:43,4252.87,Education,Small,Net Banking,Success,
T00001058,M00094,2025-11-17 18:51:00,19410.58,SaaS,Small,UPI,Success,
T00001059,M00022,2025-05-25 18:49:26,550.8,Food Delivery,Small,Wallet,Success,
T00001060,M00021,2025-03-28 16:14:07,3509.07,E-commerce,Small,UPI,Success,
T00001061,M00052,2025-01-18 20:05:07,27367.39,Travel,Medium,Credit Card,Success,
T00001062,M00050,2025-04-20 15:17:26,11606.8,SaaS,Small,Wallet,Success,
T00001063,M00079,2025-05-01 15:54:47,193.42,Food Delivery,Large,Credit Card,Success,
T00001064,M00039,2025-03-19 22:23:26,2635.94,Gaming,Small,UPI,Success,
T00001065,M00078,2025-11-01 16:08:14,11264.69,SaaS,Medium,Net Banking,Success,
T00001066,M00002,2025-08-18 18:57:33,1285.74,Retail,Small,UPI,Failed,Bank Decline
T00001067,M00011,2025-10-12 11:03:11,10431.19,Education,Small,UPI,Success,
T00001068,M00023,2025-01-03 11:26:46,5067.97,Healthcare,Small,Net Banking,Failed,Insufficient Funds
T00001069,M00026,2025-04-01 11:41:46,1030.81,Retail,Medium,Credit Card,Success,
T00001070,M00100,2025-01-04 17:25:48,627.24,E-commerce,Small,UPI,Success,
T00001071,M00062,2025-01-01 13:37:37,4321.26,Retail,Medium,Credit Card,Success,
T00001072,M00092,2025-04-30 10:12:24,3127.18,Healthcare,Medium,Debit Card,Success,
T00001073,M00068,2025-07-25 18:13:44,1946.97,Retail,Medium,Debit Card,Failed,Bank Decline
T00001074,M00020,2025-10-04 09:04:54,8203.74,Healthcare,Small,Net Banking,Success,
T00001075,M00077,2025-01-18 01:10:48,11943.61,Professional Services,Medium,Credit Card,Success,
T00001076,M00068,2025-09-30 04:21:59,1033.65,Retail,Medium,Debit Card,Success,
T00001077,M00060,2025-06-28 01:08:18,664.08,Food Delivery,Medium,Debit Card,Success,
T00001078,M00095,2025-02-21 20:26:21,565.97,E-commerce,Small,Credit Card,Success,
T00001079,M00028,2025-06-03 03:37:13,3164.05,E-commerce,Small,UPI,Success,
T00001080,M00070,2025-02-20 18:17:22,1334.89,Food Delivery,Large,Debit Card,Success,
T00001081,M00077,2025-04-12 08:36:42,10738.71,Professional Services,Medium,Credit Card,Success,
T00001082,M00064,2025-11-20 01:52:06,3508.56,Professional Services,Large,Net Banking,Success,
T00001083,M00088,2025-05-04 12:30:46,539.07,Food Delivery,Small,UPI,Success,
T00001084,M00033,2025-02-22 20:39:15,4286.17,E-commerce,Small,UPI,Success,
T00001085,M00088,2025-08-16 01:52:26,756.61,Food Delivery,Small,UPI,Success,
T00001086,M00100,2025-05-02 23:00:08,768.02,E-commerce,Small,UPI,Success,
T00001087,M00023,2025-07-28 03:10:43,4875.11,Healthcare,Small,Net Banking,Success,
T00001088,M00030,2025-06-29 22:42:11,3614.58,E-commerce,Small,UPI,Success,
T00001089,M00007,2025-02-16 13:40:31,4314.79,Gaming,Small,Net Banking,Success,
T00001090,M00002,2025-10-01 16:19:29,1191.73,Retail,Small,UPI,Success,
T00001091,M00035,2025-01-16 15:54:03,2157.57,Retail,Small,UPI,Success,
T00001092,M00099,2025-10-04 04:28:02,6697.27,Retail,Small,Wallet,Success,
T00001093,M00058,2025-05-19 03:45:46,1297.23,Food Delivery,Small,UPI,Success,
T00001094,M00020,2025-11-15 11:47:21,8974.29,Healthcare,Small,Net Banking,Failed,Insufficient Funds
T00001095,M00047,2025-06-07 01:12:31,2068.88,Healthcare,Medium,UPI,Success,
T00001096,M00043,2025-02-06 18:54:12,3684.13,Professional Services,Small,Wallet,Success,
T00001097,M00018,2025-11-09 04:51:38,8408.58,Professional Services,Small,Net Banking,Success,
T00001098,M00030,2025-10-31 07:04:28,2202.51,E-commerce,Small,UPI,Failed,Bank Decline
T00001099,M00049,2025-03-18 22:44:01,1632.18,Retail,Medium,Wallet,Success,
T00001100,M00076,2025-09-08 08:53:59,5686.22,Education,Small,Net Banking,Success,
T00001101,M00037,2025-08-16 15:01:21,7012.02,Education,Medium,UPI,Success,
T00001102,M00051,2025-01-26 00:55:22,5906.03,Retail,Medium,UPI,Success,
T00001103,M00039,2025-09-08 21:02:03,1680.72,Gaming,Small,UPI,Success,
T00001104,M00022,2025-11-19 02:09:35,437.4,Food Delivery,Small,Wallet,Success,
T00001105,M00041,2025-02-17 14:02:26,5890.02,E-commerce,Small,Wallet,Success,
T00001106,M00063,2025-08-11 20:59:18,5419.66,Healthcare,Small,Credit Card,Success,
T00001107,M00079,2025-10-09 08:11:05,221.59,Food Delivery,Large,Credit Card,Success,
T00001108,M00020,2025-03-09 02:40:47,8866.68,Healthcare,Small,Net Banking,Success,
T00001109,M00012,2025-12-19 18:00:32,11716.21,SaaS,Medium,Net Banking,Success,
T00001110,M00021,2025-01-14 10:57:22,3289.87,E-commerce,Small,UPI,Success,
T00001111,M00052,2025-08-28 14:38:38,24848.37,Travel,Medium,Credit Card,Success,
T00001112,M00068,2025-08-02 20:47:25,1857.18,Retail,Medium,Debit Card,Success,
T00001113,M00088,2025-02-04 01:37:26,661.07,Food Delivery,Small,UPI,Success,
T00001114,M00042,2025-12-10 13:33:32,11468.3,Healthcare,Small,Debit Card,Success,
T00001115,M00038,2025-04-07 18:13:31,2032.19,Education,Small,Debit Card,Success,
T00001116,M00016,2025-05-29 13:08:25,613.93,Retail,Medium,Debit Card,Success,
T00001117,M00024,2025-05-20 11:10:02,393.97,Gaming,Small,Credit Card,Success,
T00001118,M00035,2025-08-08 16:15:01,2038.51,Retail,Small,UPI,Success,
T00001119,M00049,2025-05-31 19:58:33,1432.58,Retail,Medium,Wallet,Success,
T00001120,M00007,2025-01-12 09:07:40,3159.34,Gaming,Small,Net Banking,Success,
T00001121,M00013,2025-10-30 08:30:09,2172.11,E-commerce,Small,Debit Card,Success,
T00001122,M00044,2025-05-19 19:30:57,23335.82,Professional Services,Small,Net Banking,Success,
T00001123,M00054,2025-04-01 09:30:00,1113.36,Media,Small,Credit Card,Success,
T00001124,M00021,2025-04-14 12:12:42,2626.69,E-commerce,Small,UPI,Success,
T00001125,M00052,2025-11-04 06:51:55,26864.45,Travel,Medium,Credit Card,Failed,Bank Decline
T00001126,M00046,2025-08-12 13:50:21,13131.73,Professional Services,Small,Net Banking,Success,
T00001127,M00086,2025-11-06 16:13:11,523.74,Food Delivery,Large,UPI,Failed,Bank Decline
T00001128,M00062,2025-03-10 09:22:27,6176.56,Retail,Medium,Credit Card,Success,
T00001129,M00032,2025-05-04 12:00:55,3093.99,Retail,Medium,Credit Card,Success,
T00001130,M00009,2025-01-11 22:54:15,457.33,Gaming,Small,Credit Card,Success,
T00001131,M00028,2025-05-17 13:54:54,3209.0,E-commerce,Small,UPI,Success,
T00001132,M00070,2025-03-15 02:27:53,993.17,Food Delivery,Large,Debit Card,Success,
T00001133,M00051,2025-11-11 17:29:10,4795.02,Retail,Medium,UPI,Success,
T00001134,M00032,2025-07-10 11:11:55,2035.63,Retail,Medium,Credit Card,Success,
T00001135,M00081,2025-01-22 19:31:24,439.2,Media,Small,UPI,Success,
T00001136,M00016,2025-01-01 06:22:14,1228.3,Retail,Medium,Debit Card,Success,
T00001137,M00036,2025-08-27 12:09:03,901.15,Food Delivery,Medium,UPI,Success,
T00001138,M00047,2025-12-23 19:39:27,1930.99,Healthcare,Medium,UPI,Success,
T00001139,M00008,2025-12-04 04:22:11,13490.72,Travel,Small,Credit Card,Success,
T00001140,M00035,2025-12-23 05:08:55,2019.24,Retail,Small,UPI,Success,
T00001141,M00072,2025-02-13 01:51:17,1165.09,Media,Small,Credit Card,Failed,Network Error
T00001142,M00069,2025-10-01 14:46:12,3374.43,Education,Small,Credit Card,Failed,Authentication Failure
T00001143,M00001,2025-08-16 14:04:16,459.49,Food Delivery,Small,UPI,Success,
T00001144,M00004,2025-03-03 04:02:33,2403.26,Education,Medium,UPI,Success,
T00001145,M00041,2025-06-19 15:54:30,5340.63,E-commerce,Small,Wallet,Success,
T00001146,M00016,2025-03-09 15:41:11,267.14,Retail,Medium,Debit Card,Success,
T00001147,M00082,2025-08-07 06:00:29,4919.42,Education,Large,Debit Card,Success,
T00001148,M00072,2025-03-28 16:43:17,307.24,Media,Small,Credit Card,Success,
T00001149,M00021,2025-11-13 07:15:49,2998.9,E-commerce,Small,UPI,Success,
T00001150,M00049,2025-02-19 10:58:22,1776.47,Retail,Medium,Wallet,Success,
T00001151,M00071,2025-01-01 16:45:27,4464.49,Retail,Small,Debit Card,Success,
T00001152,M00053,2025-10-27 08:39:35,3245.83,Education,Small,Net Banking,Failed,Insufficient Funds
T00001153,M00064,2025-03-12 17:07:29,3592.37,Professional Services,Large,Net Banking,Failed,Bank Decline
T00001154,M00082,2025-09-06 09:56:24,3845.54,Education,Large,Debit Card,Success,
T00001155,M00052,2025-12-30 18:33:46,18044.38,Travel,Medium,Credit Card,Success,
T00001156,M00004,2025-05-15 16:30:16,2101.83,Education,Medium,UPI,Failed,Bank Decline
T00001157,M00075,2025-09-05 01:41:25,645.02,E-commerce,Small,Wallet,Success,
T00001158,M00075,2025-09-06 04:52:07,537.73,E-commerce,Small,Wallet,Success,
T00001159,M00027,2025-05-11 09:24:42,1239.09,E-commerce,Large,Credit Card,Success,
T00001160,M00095,2025-01-27 07:53:35,622.36,E-commerce,Small,Credit Card,Success,
T00001161,M00037,2025-11-02 15:33:29,7317.52,Education,Medium,UPI,Success,
T00001162,M00062,2025-10-12 12:10:56,4292.31,Retail,Medium,Credit Card,Success,
T00001163,M00017,2025-03-06 14:23:11,13516.6,Professional Services,Small,Credit Card,Success,
T00001164,M00048,2025-08-01 01:18:44,582.7,Food Delivery,Medium,Credit Card,Success,
T00001165,M00057,2025-11-18 21:02:27,3998.94,Healthcare,Medium,Credit Card,Success,
T00001166,M00058,2025-09-24 20:47:57,1511.33,Food Delivery,Small,UPI,Success,
T00001167,M00047,2025-06-25 06:18:13,2547.57,Healthcare,Medium,UPI,Success,
T00001168,M00096,2025-05-04 18:39:24,2146.92,Gaming,Small,UPI,Success,
T00001169,M00005,2025-02-10 16:06:29,29298.57,Travel,Small,Net Banking,Success,
T00001170,M00055,2025-10-12 06:35:43,14204.68,SaaS,Medium,Net Banking,Success,
T00001171,M00067,2025-12-15 19:07:26,656.75,Food Delivery,Medium,Credit Card,Failed,Authentication Failure
T00001172,M00065,2025-10-01 14:27:33,1454.26,E-commerce,Large,Debit Card,Success,
T00001173,M00085,2025-09-11 20:19:17,546.1,Gaming,Medium,Wallet,Success,
T00001174,M00084,2025-02-09 07:47:28,644.87,Food Delivery,Small,Net Banking,Success,
T00001175,M00021,2025-03-15 18:46:53,1824.42,E-commerce,Small,UPI,Success,
T00001176,M00004,2025-07-29 18:20:02,2518.06,Education,Medium,UPI,Success,
T00001177,M00022,2025-04-20 07:59:06,398.28,Food Delivery,Small,Wallet,Success,
T00001178,M00030,2025-08-02 11:13:37,2914.35,E-commerce,Small,UPI,Success,
T00001179,M00066,2025-03-01 15:33:43,1547.11,Education,Large,Net Banking,Success,
T00001180,M00096,2025-11-16 23:16:46,1720.09,Gaming,Small,UPI,Success,
T00001181,M00020,2025-08-22 02:24:51,7343.95,Healthcare,Small,Net Banking,Success,
T00001182,M00063,2025-09-05 20:22:05,5062.63,Healthcare,Small,Credit Card,Success,
T00001183,M00005,2025-02-01 19:41:59,21487.22,Travel,Small,Net Banking,Success,
T00001184,M00013,2025-07-02 21:31:13,2487.6,E-commerce,Small,Debit Card,Success,
T00001185,M00022,2025-09-14 17:20:23,397.89,Food Delivery,Small,Wallet,Success,
T00001186,M00041,2025-05-25 02:09:42,6364.25,E-commerce,Small,Wallet,Success,
T00001187,M00097,2025-05-24 11:04:23,7529.67,Professional Services,Small,Credit Card,Success,
T00001188,M00059,2025-04-13 07:04:24,882.95,Retail,Medium,UPI,Success,
T00001189,M00006,2025-04-15 07:10:45,2803.14,Retail,Small,UPI,Success,
T00001190,M00062,2025-02-07 13:20:01,3964.95,Retail,Medium,Credit Card,Success,
T00001191,M00002,2025-05-14 12:22:04,1023.81,Retail,Small,UPI,Success,
T00001192,M00068,2025-03-30 08:34:21,1054.71,Retail,Medium,Debit Card,Success,
T00001193,M00068,2025-11-23 12:47:51,1073.78,Retail,Medium,Debit Card,Failed,Technical Error
T00001194,M00070,2025-12-03 16:02:16,1404.76,Food Delivery,Large,Debit Card,Failed,Payment Timeout
T00001195,M00013,2025-12-09 09:36:34,2483.25,E-commerce,Small,Debit Card,Success,
T00001196,M00005,2025-11-28 15:17:45,31517.31,Travel,Small,Net Banking,Success,
T00001197,M00074,2025-07-14 23:55:29,713.92,Gaming,Medium,Credit Card,Success,
T00001198,M00028,2025-08-29 21:21:52,1982.03,E-commerce,Small,UPI,Success,
T00001199,M00084,2025-10-22 01:30:38,127.6,Food Delivery,Small,Net Banking,Success,
T00001200,M00011,2025-03-24 06:57:33,9095.13,Education,Small,UPI,Success,
T00001201,M00015,2025-02-19 00:08:19,2476.43,E-commerce,Medium,UPI,Success,
T00001202,M00057,2025-03-20 10:01:26,10174.67,Healthcare,Medium,Credit Card,Failed,Technical Error
T00001203,M00083,2025-02-27 10:19:30,1757.27,Retail,Small,Debit Card,Success,
T00001204,M00079,2025-12-22 00:43:07,188.16,Food Delivery,Large,Credit Card,Success,
T00001205,M00017,2025-02-03 19:09:16,8245.82,Professional Services,Small,Credit Card,Success,
T00001206,M00043,2025-04-18 06:22:41,6314.27,Professional Services,Small,Wallet,Success,
T00001207,M00049,2025-12-23 04:34:06,1978.97,Retail,Medium,Wallet,Success,
T00001208,M00043,2025-07-22 22:37:51,3294.49,Professional Services,Small,Wallet,Success,
T00001209,M00023,2025-02-13 16:45:05,6156.66,Healthcare,Small,Net Banking,Success,
T00001210,M00020,2025-10-22 12:35:22,9223.25,Healthcare,Small,Net Banking,Failed,Insufficient Funds
T00001211,M00048,2025-12-26 04:57:19,1070.51,Food Delivery,Medium,Credit Card,Success,
T00001212,M00006,2025-12-03 21:27:19,4398.77,Retail,Small,UPI,Success,
T00001213,M00094,2025-05-14 13:05:34,13609.81,SaaS,Small,UPI,Success,
T00001214,M00091,2025-08-11 03:38:34,14329.82,Professional Services,Small,Net Banking,Success,
T00001215,M00078,2025-01-15 13:12:19,14958.51,SaaS,Medium,Net Banking,Success,
T00001216,M00069,2025-09-22 09:38:08,8388.09,Education,Small,Credit Card,Success,
T00001217,M00097,2025-01-16 01:28:45,3716.81,Professional Services,Small,Credit Card,Success,
T00001218,M00060,2025-01-20 03:25:30,812.08,Food Delivery,Medium,Debit Card,Success,
T00001219,M00076,2025-12-24 14:48:14,7415.1,Education,Small,Net Banking,Success,
T00001220,M00075,2025-11-05 05:22:24,756.98,E-commerce,Small,Wallet,Success,
T00001221,M00037,2025-04-19 21:01:12,9594.33,Education,Medium,UPI,Success,
T00001222,M00035,2025-12-04 10:44:06,965.32,Retail,Small,UPI,Success,
T00001223,M00059,2025-04-27 16:40:50,1075.93,Retail,Medium,UPI,Success,
